NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT07142161,"A Study on the Safety, Preliminary Efficacy, and Cellular Kinetics of Allo-CD7 CAR-T Cells in T1DM",ACTIVE_NOT_RECRUITING,EARLY_PHASE1,Type 1 Diabetes,RD13-02 cell infusion,2025-07-20,2025-08-26,3,China,"This is an open clinical pharmacological translational Research Study, aiming to evaluate the safety, tolerability, pharmacokinetics, pharmacodynamics and efficacy of RD13-02 in patients with aT1DM","Nanjing Bioheng Biotech Co., Ltd.",INDUSTRY,1 Year,60 Years,CHILD|ADULT,"The incidence of dose-limiting toxicity (DLT) of RD13-02 in patients with type 1 diabetes, as well as the incidence of adverse events (AE), serious adverse events (SAE), and adverse events of special interest (AESI)",Other immune-mediated,Single disease,Other immune-mediated,False,CD7,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Industry,Both,rd13-02,2025.0,2026-04-25
NCT06212154,CAR-T for Autoimmune Hemolytic Anemia Patients Who Have Failed Three or More Lines of Therapy,UNKNOWN,PHASE1,Autoimmune Hemolytic Anemia|CD19 CAR-T Cell Infusion,ThisCART19A,2024-01-20,2024-03-22,13,China,To Evaluate the Safety and Efficacy of ThisCART19A for Relapsed/Refractory Autoimmune Hemolytic Anemia Patients After Receiving Three or More Lines of Therapy,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,12 Years,,CHILD|ADULT|OLDER_ADULT,The incidence and frequency of treatment-emergent adverse events|Maximal Tolerable Dose(MTD),Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT07403188,A Long-Term Follow-Up Study for Participants Previously Treated With KYV-101,RECRUITING,Unknown,Refractory Lupus Nephritis|Myasthaenia Gravis|Stiff Person Syndrome|Rheumatoid Arthritis (RA)|Multiple Sclerosis|Dermatomyositis|Systemic Sclerosis (SSc),KYV-101,2025-11-24,2026-02-11,70,United States,"The purpose of this long-term follow-up (LTFU) study is to collect delayed adverse events (AEs) and understand the persistence of KYV-101 (autologous CAR T cell product; gene-modified product), in participants who have been administered KYV-101 (gene-modified product; autologous CAR T cell product).

This LTFU protocol will be open to any participant who received at least one infusion of KYV-101 in a previous Kyverna sponsored clinical trial or Investigator Initiated Trial (IIT).",Kyverna Therapeutics,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Number of participants with treatment-related adverse events (AEs) as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with new or recurrent malignancies as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with new or exacerbation of a pre-existing neurologic disorder as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with new or exacerbation of a prior rheumatologic or other autoimmune disorder as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with new hematologic disorders as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with new infections as assessed by CTCAE v6.0 through Year 15 of long-term follow-up (LTFU).|Number of participants with positive Replication-Competent Lentivirus (RCL) laboratory test results through Year 5 of long-term follow-up (LTFU).|Number of participants with positive Chimeric Antigen Receptor (CAR) laboratory test results through Year 5 of long-term follow-up (LTFU).|Number of participants with positive Anti-Drug-Antibody (ADA) laboratory test results through Year 5 of long-term follow-up (LTFU).,IIM|RA|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Autologous,explicit_autologous,high,Industry,Adult,kyv-101,2025.0,2026-04-25
NCT05030779,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Systemic Lupus Erythematosus,UNKNOWN,EARLY_PHASE1,Systemic Lupus Erythematosus|Autoimmune Diseases,Assigned Interventions CD19/BCMA CAR T-cells,2021-09-10,2021-09-01,9,China,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Systemic Lupus Erythematosus,Zhejiang University,OTHER,,,CHILD|ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2021.0,2026-04-25
NCT06451159,"A Study of KYV-101, a CD19 CAR T Cell Therapy, in Participants With Treatment Refractory Progressive Multiple Sclerosis",ACTIVE_NOT_RECRUITING,PHASE1,Progressive Multiple Sclerosis,Chemotherapy: cyclophosphamide (CYC)|Chemotherapy: fludarabine (FLU)|KYV-101 (Biological) - 0.33 ×10^8 cells|KYV-101 (Biological) - 1 ×10^8 cells,2024-06-20,2026-01-23,10,United States,"The goal of this study is to test a drug called KYV-101 in people who have progressive multiple sclerosis (MS) and who have not responded to standard therapies to slow disease progression. The main questions it aims to answer are:

* What is the highest therapy dose that can be given without causing harm?
* Can this therapy enter the central nervous system?

Participants will be asked to:

* Attend 14 visits plus an 8-day inpatient hospital stay over the course of 58 weeks.
* Complete apheresis and chemotherapy treatments in preparation for KVY-101 therapy.
* Undergo medical and research testing such as physical and neurological exams, MRI, lumbar puncture, blood draws, questionnaires, and vision assessments.",Bruce Cree,OTHER,25 Years,70 Years,ADULT|OLDER_ADULT,The presence of CAR-T cells in CSF following their peak expansion in peripheral blood.|The incidence and severity of adverse events and dose-limiting toxicities.,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Autologous,named_product,high,Academic,Adult,kyv-101,2024.0,2026-04-25
NCT07246096,Exploratory Clinical Study on the Safety and Efficacy of Anti- CD19/BCMA U CAR-T Cell Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,RECRUITING,EARLY_PHASE1,Autoimmune Diseases|Systemic Lupus Erythematosus|Systemic Sclerosis|Primary Sjögren Syndrome|Rheumatoid Arthritis|Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,anti-CD19/BCMA U CAR T cells,2026-02-20,2026-02-25,60,China,"A single arm, open-label pilot study is designed to determine the safety and effectiveness of anti-CD19/BCMA U CAR T cells in patients with autoimmune diseases.

60 patients are planned to be enrolled in the dose-escalation trial.",Changhai Hospital,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Dose-Limiting Toxicity (DLT)|Incidence of Treatment Emergent Adverse Events (TEAEs),RA|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,2026.0,2026-04-25
NCT06340750,BAFF CAR-T Cells (LMY-920) for Systemic Lupus Erythematosus,RECRUITING,PHASE1,Systemic Lupus Erythematosus,LMY-920,2025-04-01,2025-06-03,18,United States,This phase 1 study seeks to examine the safety and recommended phase 2 dose (RP2D) of BAFF-ligand CAR-T cells (LMY-920) in adult patients with refractory systemic lupus erythematosus (SLE). It is hypothesized that BAFF CAR-T cells will be safe and will improve SLE disease activity scores.,Luminary Therapeutics,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,Safety of the Treatment|Recommended Phase 2 Dose (RP2D),SLE,Single disease,SLE,False,BAFF,explicit_marker,Autologous,named_product,high,Industry,Adult,lmy-920,2025.0,2026-04-25
NCT06548620,A Study of RD06-04 in Patients With Active Autoimmune Diseases,WITHDRAWN,EARLY_PHASE1,SLE|Sclerosis|ANCA Associated Vasculitis|IIM|SS|MS|NMO Spectrum Disorder|MG,RD06-04 cell infusion,2024-08-31,2026-02-03,0,China,"This is an open-label, Phase I, investigator-initiated trial (IIT) aimed at evaluating the safety, tolerability, pharmacokinetics, pharmacodynamics, and efficacy of RD06-04 in patients with autoimmune diseases mediated by autoantibodies. The study population includes patients with Systemic Lupus Erythematosus (SLE), Systemic Sclerosis (SSc), ANCA-Associated Vasculitis (AAV), Idiopathic Inflammatory Myopathy (IIM), Sjögren's Syndrome (SS), Multiple Sclerosis (MS), Neuromyelitis Optica Spectrum Disorder (NMOSD), and Myasthenia Gravis (MG).","Nanjing Bioheng Biotech Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,"Incidence of treatment-emergent adverse events, serious adverse events and incidence of adverse events of special inte rest",AAV|IIM|SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,Other_or_unknown,unknown,Unclear,no_signal,medium,Industry,Adult,,2024.0,2026-04-25
NCT06681337,Universal CAR-T Cell Therapy for Refractory Lupus Nephritis,NOT_YET_RECRUITING,EARLY_PHASE1,Lupus Nephritis,BCMA CART + CD19 CART,2024-11-25,2024-11-08,10,,This investigator-initiated trial aims to assess the efficacy and safety of combination therapy using universal CAR-T cells targeting BCMA and CD19 in refractory lupus nephritis.,Bioray Laboratories,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,AEs,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,,2024.0,2026-04-25
NCT05451212,Open-label Study to Evaluate the Safety of Various Dosing Regimens of MuSK-CAART for MuSK Myasthenia Gravis,COMPLETED,PHASE1,MuSK Myasthenia Gravis,MuSK-CAART,2022-11-23,2025-11-10,7,United States,"Muscle-specific tyrosine kinase (MuSK) myasthenia gravis (MG) is a rare but potentially severe disease, in which patients develop pathogenic autoantibodies that specifically target the MuSK protein in the neuromuscular junction. This phase 1 study is being conducted to evaluate the safety of various dosing regimens of an investigational cell therapy, MuSK-CAART, that can be given to patients with anti-MuSK antibody positive Myasthenia Gravis (MuSK MG), who have active disease. Various dosing regimens of MuSK-CAART alone, in combination with cyclophosphamide (CY), and in combination with CY and fludarabine (FLU) will be evaluated. Treatment with MuSK-CAART may potentially lead to complete and durable remission of disease.",Cabaletta Bio,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Adverse events,Other immune-mediated,Single disease,Other immune-mediated,False,CAAR-T,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2022.0,2026-04-25
NCT05459870,CAR-T Cells Targeting Autoimmune Diseases,RECRUITING,PHASE1|PHASE2,Autoimmune Diseases,4SCAR T cells,2022-07-31,2022-07-19,30,China,"The purpose of this study is to assess the feasibility, safety and efficacy of CAR-T cell therapy in patients with autoimmune disease. Another goal of the study is to learn more about the safety and function of the CAR-T cells and their persistency in autoimmune disease patients.",Shenzhen Geno-Immune Medical Institute,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Safety of 4SCAR T cells in patients with autoimmune diseases,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2022.0,2026-04-25
NCT06900764,A Study of CAR-T Cells in Subjects With Systemic Lupus Erythematosus,NOT_YET_RECRUITING,NA,Systemic Lupus Erythematosus (SLE),CAR-T cell,2025-10-10,2025-07-17,24,China,The purpose of this study is to assess the safety and efficacy of CAR-T cell therapy in Subjects with SLE.,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,"Dose Limiting Toxicity|Frequency of AEs, SAEs",SLE,Single disease,SLE,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2025.0,2026-04-25
NCT06785519,CD19/BCMA CAR-T Cell Therapy for Refractory/Relapsed Lupus Nephritis,RECRUITING,EARLY_PHASE1,Lupus Nephritis,CD19/BCMA Lupus Nephritis Targeted CAR T-cells injection,2025-01-31,2025-01-21,9,China,A Clinical Study of the Safety and Efficacy of CD19/BCMA CAR-T Cell Therapy for Refractory/Relapsed Lupus Nephritis.,He Huang,OTHER,18 Years,,ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2025.0,2026-04-25
